subjectID activityName feature meanValue
1 WALKING_DOWNSTAIRS fBodyGyromeanY -0.186405372785714
1 WALKING_DOWNSTAIRS fBodyGyromeanZ -0.178911898535714
1 WALKING_DOWNSTAIRS fBodyGyrostdX -0.535530097142857
1 WALKING_DOWNSTAIRS fBodyGyrostdY -0.0339426658214286
1 WALKING_DOWNSTAIRS fBodyGyrostdZ -0.362665404285714
1 WALKING_DOWNSTAIRS tBodyAccJerkMagmean -0.219716752860714
1 WALKING_DOWNSTAIRS tBodyAccJerkMagstd -0.173363865521429
1 WALKING_DOWNSTAIRS tBodyAccJerkmeanX 0.0628772325714286
1 WALKING_DOWNSTAIRS tBodyAccJerkmeanY 0.0243084681678571
1 WALKING_DOWNSTAIRS tBodyAccJerkmeanZ -0.0161821921428571
1 WALKING_DOWNSTAIRS tBodyAccJerkstdX -0.156114020335714
1 WALKING_DOWNSTAIRS tBodyAccJerkstdY -0.199718153632143
1 WALKING_DOWNSTAIRS tBodyAccJerkstdZ -0.476050511428571
1 WALKING_DOWNSTAIRS tBodyAccMagmean -0.0140828025671429
1 WALKING_DOWNSTAIRS tBodyAccMagstd -0.101515471785714
1 WALKING_DOWNSTAIRS tBodyAccmeanX 0.272154196428571
1 WALKING_DOWNSTAIRS tBodyAccmeanY -0.0153264487792857
1 WALKING_DOWNSTAIRS tBodyAccmeanZ -0.0949711475357143
1 WALKING_DOWNSTAIRS tBodyAccstdX -0.10438892475
1 WALKING_DOWNSTAIRS tBodyAccstdY -0.0102461790107143
1 WALKING_DOWNSTAIRS tBodyAccstdZ -0.116902427035714
1 WALKING_DOWNSTAIRS tBodyGyroJerkMagmean -0.405708505357143
1 WALKING_DOWNSTAIRS tBodyGyroJerkMagstd -0.461512406071429
1 WALKING_DOWNSTAIRS tBodyGyroJerkmeanX -0.121134045164286
1 WALKING_DOWNSTAIRS tBodyGyroJerkmeanY -0.0704164515642857
1 WALKING_DOWNSTAIRS tBodyGyroJerkmeanZ -0.0169168070785714
1 WALKING_DOWNSTAIRS tBodyGyroJerkstdX -0.528469100357143
1 WALKING_DOWNSTAIRS tBodyGyroJerkstdY -0.389002888178571
1 WALKING_DOWNSTAIRS tBodyGyroJerkstdZ -0.383401011071429
1 WALKING_DOWNSTAIRS tBodyGyroMagmean -0.0916624324642857
1 WALKING_DOWNSTAIRS tBodyGyroMagstd -0.204749539785714
1 WALKING_DOWNSTAIRS tBodyGyromeanX 0.00793679635714286
1 WALKING_DOWNSTAIRS tBodyGyromeanY -0.124194573607143
1 WALKING_DOWNSTAIRS tBodyGyromeanZ 0.0749974305928571
1 WALKING_DOWNSTAIRS tBodyGyrostdX -0.505927252857143
1 WALKING_DOWNSTAIRS tBodyGyrostdY -0.0722302850357143
1 WALKING_DOWNSTAIRS tBodyGyrostdZ -0.264048974032143
1 WALKING_DOWNSTAIRS tGravityAccMagmean -0.0140828025671429
1 WALKING_DOWNSTAIRS tGravityAccMagstd -0.101515471785714
1 WALKING_DOWNSTAIRS tGravityAccmeanX 0.905800576071429
1 WALKING_DOWNSTAIRS tGravityAccmeanY -0.330026645
1 WALKING_DOWNSTAIRS tGravityAccmeanZ -0.0941463448928571
1 WALKING_DOWNSTAIRS tGravityAccstdX -0.957048614642857
1 WALKING_DOWNSTAIRS tGravityAccstdY -0.945034861071429
1 WALKING_DOWNSTAIRS tGravityAccstdZ -0.906579158214286
1 WALKING_UPSTAIRS angletBodyAccJerkMeangravityMean 0.00704376368056426
1 WALKING_UPSTAIRS angletBodyAccMeangravity 0.0323042527896865
1 WALKING_UPSTAIRS angletBodyGyroJerkMeangravityMean -0.00394350391786834
1 WALKING_UPSTAIRS angletBodyGyroMeangravityMean -0.0121484543062696
1 WALKING_UPSTAIRS angleXgravityMean -0.523616233197492
1 WALKING_UPSTAIRS angleYgravityMean 0.10619739667116
1 WALKING_UPSTAIRS angleZgravityMean -0.050165857153605
1 WALKING_UPSTAIRS fBodyAccJerkmeanFreqX -0.0261959100727273
1 WALKING_UPSTAIRS fBodyAccJerkmeanFreqY -0.200926264501254
1 WALKING_UPSTAIRS fBodyAccJerkmeanFreqZ -0.0868123766137931
1 WALKING_UPSTAIRS fBodyAccJerkmeanX -0.579173297953636
1 WALKING_UPSTAIRS fBodyAccJerkmeanY -0.531855037161571
1 WALKING_UPSTAIRS fBodyAccJerkmeanZ -0.718218510282132
1 WALKING_UPSTAIRS fBodyAccJerkstdX -0.573954794100627
1 WALKING_UPSTAIRS fBodyAccJerkstdY -0.487435630497743
1 WALKING_UPSTAIRS fBodyAccJerkstdZ -0.757327282507837
1 WALKING_UPSTAIRS fBodyAccMagmean -0.51451018417837
1 WALKING_UPSTAIRS fBodyAccMagmeanFreq 0.149065098523511
1 WALKING_UPSTAIRS fBodyAccMagstd -0.618268506526646
1 WALKING_UPSTAIRS fBodyAccmeanFreqX -0.166073380266552
1 WALKING_UPSTAIRS fBodyAccmeanFreqY 0.0624853015645768
1 WALKING_UPSTAIRS fBodyAccmeanFreqZ 0.0666089912456426
1 WALKING_UPSTAIRS fBodyAccmeanX -0.568605586936991
1 WALKING_UPSTAIRS fBodyAccmeanY -0.435590309958119
1 WALKING_UPSTAIRS fBodyAccmeanZ -0.622737954733542
1 WALKING_UPSTAIRS fBodyAccstdX -0.592481151925078
1 WALKING_UPSTAIRS fBodyAccstdY -0.420395771879091
1 WALKING_UPSTAIRS fBodyAccstdZ -0.532475457591223
1 WALKING_UPSTAIRS fBodyBodyAccJerkMagmean -0.532375042459436
1 WALKING_UPSTAIRS fBodyBodyAccJerkMagmeanFreq 0.211756115083887
1 WALKING_UPSTAIRS fBodyBodyAccJerkMagstd -0.567060313747649
1 WALKING_UPSTAIRS fBodyBodyGyroJerkMagmean -0.664403718243574
1 WALKING_UPSTAIRS fBodyBodyGyroJerkMagmeanFreq 0.196501616180533
1 WALKING_UPSTAIRS fBodyBodyGyroJerkMagstd -0.698823947630094
1 WALKING_UPSTAIRS fBodyBodyGyroMagmean -0.560164643022571
1 WALKING_UPSTAIRS fBodyBodyGyroMagmeanFreq 0.0568356864581818
1 WALKING_UPSTAIRS fBodyBodyGyroMagstd -0.587806637924765
1 WALKING_UPSTAIRS fBodyGyromeanFreqX -0.0201517665662696
1 WALKING_UPSTAIRS fBodyGyromeanFreqY -0.0858915426090909
1 WALKING_UPSTAIRS fBodyGyromeanFreqZ -0.0135266508009091
1 WALKING_UPSTAIRS fBodyGyromeanX -0.640742579222884
1 WALKING_UPSTAIRS fBodyGyromeanY -0.533301013116928
1 WALKING_UPSTAIRS fBodyGyromeanZ -0.586410823021003
1 WALKING_UPSTAIRS fBodyGyrostdX -0.723424966517241
1 WALKING_UPSTAIRS fBodyGyrostdY -0.464574198389028
1 WALKING_UPSTAIRS fBodyGyrostdZ -0.675738548401254
1 WALKING_UPSTAIRS tBodyAccJerkMagmean -0.574021004097179
1 WALKING_UPSTAIRS tBodyAccJerkMagstd -0.545989980899812
1 WALKING_UPSTAIRS tBodyAccJerkmeanX 0.0783408328178683
1 WALKING_UPSTAIRS tBodyAccJerkmeanY 0.0159134348518495
1 WALKING_UPSTAIRS tBodyAccJerkmeanZ -0.00848661885111599
1 WALKING_UPSTAIRS tBodyAccJerkstdX -0.557076221469279
1 WALKING_UPSTAIRS tBodyAccJerkstdY -0.494172400365831
1 WALKING_UPSTAIRS tBodyAccJerkstdZ -0.738499733742947
1 WALKING_UPSTAIRS tBodyAccMagmean -0.492214147385266
1 WALKING_UPSTAIRS tBodyAccMagstd -0.531818239176489
1 WALKING_UPSTAIRS tBodyAccmeanX 0.265130137749216
1 WALKING_UPSTAIRS tBodyAccmeanY -0.0185590134726959
1 WALKING_UPSTAIRS tBodyAccmeanZ -0.108975792340125
1 WALKING_UPSTAIRS tBodyAccstdX -0.584539467328931
1 WALKING_UPSTAIRS tBodyAccstdY -0.39909289878558
1 WALKING_UPSTAIRS tBodyAccstdZ -0.536504094358307
1 WALKING_UPSTAIRS tBodyGyroJerkMagmean -0.660039846322884
1 WALKING_UPSTAIRS tBodyGyroJerkMagstd -0.668775141492163
1 WALKING_UPSTAIRS tBodyGyroJerkmeanX -0.0950035033872414
1 WALKING_UPSTAIRS tBodyGyroJerkmeanY -0.0391973611410658
1 WALKING_UPSTAIRS tBodyGyroJerkmeanZ -0.0497921651970846
1 WALKING_UPSTAIRS tBodyGyroJerkstdX -0.647410243423198
1 WALKING_UPSTAIRS tBodyGyroJerkstdY -0.656018144169279
1 WALKING_UPSTAIRS tBodyGyroJerkstdZ -0.68927331655768
1 WALKING_UPSTAIRS tBodyGyroMagmean -0.509087500201881
1 WALKING_UPSTAIRS tBodyGyroMagstd -0.525740915096552
1 WALKING_UPSTAIRS tBodyGyromeanX -0.0234054649840439
1 WALKING_UPSTAIRS tBodyGyromeanY -0.084901663477116
1 WALKING_UPSTAIRS tBodyGyromeanZ 0.0872530964713166
1 WALKING_UPSTAIRS tBodyGyrostdX -0.702410251081505
1 WALKING_UPSTAIRS tBodyGyrostdY -0.484224282954075
1 WALKING_UPSTAIRS tBodyGyrostdZ -0.626764226316614
1 WALKING_UPSTAIRS tGravityAccMagmean -0.492214147385266
1 WALKING_UPSTAIRS tGravityAccMagstd -0.531818239176489
1 WALKING_UPSTAIRS tGravityAccmeanX 0.730741616570533
1 WALKING_UPSTAIRS tGravityAccmeanY -0.0608347193134796
1 WALKING_UPSTAIRS tGravityAccmeanZ 0.086953080507837
1 WALKING_UPSTAIRS tGravityAccstdX -0.960106153793103
1 WALKING_UPSTAIRS tGravityAccstdY -0.951687434539185
1 WALKING_UPSTAIRS tGravityAccstdZ -0.927506230724138
2 WALKING angletBodyAccJerkMeangravityMean 0.0140445759570199
2 WALKING angletBodyAccMeangravity 0.00987176748993709
2 WALKING angletBodyGyroJerkMeangravityMean -0.0372927976207285
2 WALKING angletBodyGyroMeangravityMean 0.0745850523983444
2 WALKING angleXgravityMean -0.434486657251656
2 WALKING angleYgravityMean 0.17228684113245
2 WALKING angleZgravityMean -0.0788654586730132
2 WALKING fBodyAccJerkmeanFreqX 0.0868000536209801
2 WALKING fBodyAccJerkmeanFreqY -0.139776595362185
2 WALKING fBodyAccJerkmeanFreqZ -0.0942651868218543
2 WALKING fBodyAccJerkmeanX -0.561682049622185
2 WALKING fBodyAccJerkmeanY -0.50890379901457
2 WALKING fBodyAccJerkmeanZ -0.715745330403973
2 WALKING fBodyAccJerkstdX -0.595105612895033
2 WALKING fBodyAccJerkstdY -0.509147543673841
2 WALKING fBodyAccJerkstdZ -0.767087015496689
2 WALKING fBodyAccMagmean -0.514569861316887
2 WALKING fBodyAccMagmeanFreq 0.192199738218212
2 WALKING fBodyAccMagstd -0.646662308457285
2 WALKING fBodyAccmeanFreqX -0.106763418901788
2 WALKING fBodyAccmeanFreqY 0.105734176023146
2 WALKING fBodyAccmeanFreqZ 0.087210586428
2 WALKING fBodyAccmeanX -0.57377091142947
2 WALKING fBodyAccmeanY -0.432566581302351
2 WALKING fBodyAccmeanZ -0.630081222124834
2 WALKING fBodyAccstdX -0.619788102803311
2 WALKING fBodyAccstdY -0.464723862913245
2 WALKING fBodyAccstdZ -0.600678614835099
2 WALKING fBodyBodyAccJerkMagmean -0.509746432970861
2 WALKING fBodyBodyAccJerkMagmeanFreq 0.193066821118212
2 WALKING fBodyBodyAccJerkMagstd -0.518800797709272
2 WALKING fBodyBodyGyroJerkMagmean -0.751615078360927
2 WALKING fBodyBodyGyroJerkMagmeanFreq 0.124612068599768
2 WALKING fBodyBodyGyroJerkMagstd -0.744194981440397
2 WALKING fBodyBodyGyroMagmean -0.699742945221854
2 WALKING fBodyBodyGyroMagmeanFreq 0.0471324812379801
2 WALKING fBodyBodyGyroMagstd -0.725310337688742
2 WALKING fBodyGyromeanFreqX -0.00576500648245033
2 WALKING fBodyGyromeanFreqY -0.0702155008665563
2 WALKING fBodyGyromeanFreqZ 0.0513627291214901
2 WALKING fBodyGyromeanX -0.638717694593046
2 WALKING fBodyGyromeanY -0.722068978635762
2 WALKING fBodyGyromeanZ -0.601594889654305
2 WALKING fBodyGyrostdX -0.734588540182119
2 WALKING fBodyGyrostdY -0.72716774102649
2 WALKING fBodyGyrostdZ -0.683114494539735
2 WALKING tBodyAccJerkMagmean -0.58777744543543
2 WALKING tBodyAccJerkMagstd -0.512115278415232
2 WALKING tBodyAccJerkmeanX 0.0785353156747351
2 WALKING tBodyAccJerkmeanY 0.00708771249764901
2 WALKING tBodyAccJerkmeanZ 0.000755760748377483
2 WALKING tBodyAccJerkstdX -0.557809603123841
2 WALKING tBodyAccJerkstdY -0.491875889831788
2 WALKING tBodyAccJerkstdZ -0.741885388311258
2 WALKING tBodyAccMagmean -0.535281800541722
2 WALKING tBodyAccMagstd -0.552812545643709
2 WALKING tBodyAccmeanX 0.273113115788079
2 WALKING tBodyAccmeanY -0.0191323183174834
2 WALKING tBodyAccmeanZ -0.115649958175497
2 WALKING tBodyAccstdX -0.605586497159271
2 WALKING tBodyAccstdY -0.428962986589404
2 WALKING tBodyAccstdZ -0.589360062210596
2 WALKING tBodyGyroJerkMagmean -0.746559539039735
2 WALKING tBodyGyroJerkMagstd -0.740088733655629
2 WALKING tBodyGyroJerkmeanX -0.0875587491668874
2 WALKING tBodyGyroJerkmeanY -0.0433986835453642
2 WALKING tBodyGyroJerkmeanZ -0.0557541828188742
2 WALKING tBodyGyroJerkstdX -0.671679103311258
2 WALKING tBodyGyroJerkstdY -0.783595466728477
2 WALKING tBodyGyroJerkstdZ -0.674611933293046
2 WALKING tBodyGyroMagmean -0.614771054893146
2 WALKING tBodyGyroMagstd -0.680584887880795
2 WALKING tBodyGyromeanX -0.0517030657821192
2 WALKING tBodyGyromeanY -0.0568420186817881
2 WALKING tBodyGyromeanZ 0.0872599422291391
2 WALKING tBodyGyrostdX -0.710648927815894
2 WALKING tBodyGyrostdY -0.722943674337748
2 WALKING tBodyGyrostdZ -0.634888927843046
2 WALKING tGravityAccMagmean -0.535281800541722
2 WALKING tGravityAccMagstd -0.552812545643709
2 WALKING tGravityAccmeanX 0.660782866688742
2 WALKING tGravityAccmeanY -0.147219886910411
2 WALKING tGravityAccmeanZ 0.134865335090728
2 WALKING tGravityAccstdX -0.963015508245033
2 WALKING tGravityAccstdY -0.960033560165563
2 WALKING tGravityAccstdZ -0.945365383907285
3 WALKING_DOWNSTAIRS angletBodyAccJerkMeangravityMean 0.0134500193845455
3 WALKING_DOWNSTAIRS angletBodyAccMeangravity 0.0140943888357038
3 WALKING_DOWNSTAIRS angletBodyGyroJerkMeangravityMean -0.0192074752090909
3 WALKING_DOWNSTAIRS angletBodyGyroMeangravityMean 0.0359008263363636
3 WALKING_DOWNSTAIRS angleXgravityMean -0.503323420175953
3 WALKING_DOWNSTAIRS angleYgravityMean 0.075626283568915
3 WALKING_DOWNSTAIRS angleZgravityMean -0.0174901508665689
3 WALKING_DOWNSTAIRS fBodyAccJerkmeanFreqX -0.0476941200470968
3 WALKING_DOWNSTAIRS fBodyAccJerkmeanFreqY -0.236874240885924
3 WALKING_DOWNSTAIRS fBodyAccJerkmeanFreqZ -0.193657539305073
3 WALKING_DOWNSTAIRS fBodyAccJerkmeanX -0.645893496630499
3 WALKING_DOWNSTAIRS fBodyAccJerkmeanY -0.582949919157742
3 WALKING_DOWNSTAIRS fBodyAccJerkmeanZ -0.780101644193548
3 WALKING_DOWNSTAIRS fBodyAccJerkstdX -0.657844055881525
3 WALKING_DOWNSTAIRS fBodyAccJerkstdY -0.559851186088408
3 WALKING_DOWNSTAIRS fBodyAccJerkstdZ -0.81080601659824
3 WALKING_DOWNSTAIRS fBodyAccMagmean -0.579076453758064
3 WALKING_DOWNSTAIRS fBodyAccMagmeanFreq 0.0770665587562757
3 WALKING_DOWNSTAIRS fBodyAccMagstd -0.663079838985044
3 WALKING_DOWNSTAIRS fBodyAccmeanFreqX -0.192817340495308
3 WALKING_DOWNSTAIRS fBodyAccmeanFreqY 0.0389282523284457
3 WALKING_DOWNSTAIRS fBodyAccmeanFreqZ 0.00447261449052786
3 WALKING_DOWNSTAIRS fBodyAccmeanX -0.625733289873607
3 WALKING_DOWNSTAIRS fBodyAccmeanY -0.501779938505279
3 WALKING_DOWNSTAIRS fBodyAccmeanZ -0.699656828592375
3 WALKING_DOWNSTAIRS fBodyAccstdX -0.623805015199413
3 WALKING_DOWNSTAIRS fBodyAccstdY -0.502753639795894
3 WALKING_DOWNSTAIRS fBodyAccstdZ -0.657443765803519
3 WALKING_DOWNSTAIRS fBodyBodyAccJerkMagmean -0.604752108072727
3 WALKING_DOWNSTAIRS fBodyBodyAccJerkMagmeanFreq 0.11231984174566
3 WALKING_DOWNSTAIRS fBodyBodyAccJerkMagstd -0.615643694857361
3 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMagmean -0.810085498651026
3 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMagmeanFreq 0.0599628733252199
3 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMagstd -0.810032718739003
3 WALKING_DOWNSTAIRS fBodyBodyGyroMagmean -0.716822144279179
3 WALKING_DOWNSTAIRS fBodyBodyGyroMagmeanFreq -0.0846075231245126
3 WALKING_DOWNSTAIRS fBodyBodyGyroMagstd -0.703839403007038
3 WALKING_DOWNSTAIRS fBodyGyromeanFreqX -0.102568067670674
3 WALKING_DOWNSTAIRS fBodyGyromeanFreqY -0.167675025582991
3 WALKING_DOWNSTAIRS fBodyGyromeanFreqZ -0.0321862688221114
3 WALKING_DOWNSTAIRS fBodyGyromeanX -0.642097719778592
3 WALKING_DOWNSTAIRS fBodyGyromeanY -0.775144985073314
3 WALKING_DOWNSTAIRS fBodyGyromeanZ -0.670734708996481
3 WALKING_DOWNSTAIRS fBodyGyrostdX -0.719276622702346
3 WALKING_DOWNSTAIRS fBodyGyrostdY -0.758505287214076
3 WALKING_DOWNSTAIRS fBodyGyrostdZ -0.751008875659824
3 WALKING_DOWNSTAIRS tBodyAccJerkMagmean -0.650182434328446
3 WALKING_DOWNSTAIRS tBodyAccJerkMagstd -0.607658214170381
3 WALKING_DOWNSTAIRS tBodyAccJerkmeanX 0.0701731261988856
3 WALKING_DOWNSTAIRS tBodyAccJerkmeanY 0.0144664329060411
3 WALKING_DOWNSTAIRS tBodyAccJerkmeanZ -0.000526818872875366
3 WALKING_DOWNSTAIRS tBodyAccJerkstdX -0.635484688041056
3 WALKING_DOWNSTAIRS tBodyAccJerkstdY -0.55721186773783
3 WALKING_DOWNSTAIRS tBodyAccJerkstdZ -0.796066240234604
3 WALKING_DOWNSTAIRS tBodyAccMagmean -0.563140802770059
3 WALKING_DOWNSTAIRS tBodyAccMagstd -0.591224780306452
3 WALKING_DOWNSTAIRS tBodyAccmeanX 0.273428719636364
3 WALKING_DOWNSTAIRS tBodyAccmeanY -0.017856067384956
3 WALKING_DOWNSTAIRS tBodyAccmeanZ -0.106492632429097
3 WALKING_DOWNSTAIRS tBodyAccstdX -0.623413602046921
3 WALKING_DOWNSTAIRS tBodyAccstdY -0.480015920697654
3 WALKING_DOWNSTAIRS tBodyAccstdZ -0.653625579293255
3 WALKING_DOWNSTAIRS tBodyGyroJerkMagmean -0.784056656246334
3 WALKING_DOWNSTAIRS tBodyGyroJerkMagstd -0.80366136372434
3 WALKING_DOWNSTAIRS tBodyGyroJerkmeanX -0.0991554609633431
3 WALKING_DOWNSTAIRS tBodyGyroJerkmeanY -0.0401923943695015
3 WALKING_DOWNSTAIRS tBodyGyroJerkmeanZ -0.0521178264170088
3 WALKING_DOWNSTAIRS tBodyGyroJerkstdX -0.689328428607038
3 WALKING_DOWNSTAIRS tBodyGyroJerkstdY -0.842659862111437
3 WALKING_DOWNSTAIRS tBodyGyroJerkstdZ -0.743028500565982
3 WALKING_DOWNSTAIRS tBodyGyroMagmean -0.643150121648094
3 WALKING_DOWNSTAIRS tBodyGyroMagstd -0.674010290979472
3 WALKING_DOWNSTAIRS tBodyGyromeanX -0.0248490682828446
3 WALKING_DOWNSTAIRS tBodyGyromeanY -0.0743565308442815
3 WALKING_DOWNSTAIRS tBodyGyromeanZ 0.0866875497119062
3 WALKING_DOWNSTAIRS tBodyGyrostdX -0.699262195705865
3 WALKING_DOWNSTAIRS tBodyGyrostdY -0.76302218170088
3 WALKING_DOWNSTAIRS tBodyGyrostdZ -0.709483440322581
3 WALKING_DOWNSTAIRS tGravityAccMagmean -0.563140802770059
3 WALKING_DOWNSTAIRS tGravityAccMagstd -0.591224780306452
3 WALKING_DOWNSTAIRS tGravityAccmeanX 0.707814353343108
3 WALKING_DOWNSTAIRS tGravityAccmeanY -0.0260590480328739
3 WALKING_DOWNSTAIRS tGravityAccmeanZ 0.0480937904190616
3 WALKING_DOWNSTAIRS tGravityAccstdX -0.966457565630499
3 WALKING_DOWNSTAIRS tGravityAccstdY -0.9445645371261
3 WALKING_DOWNSTAIRS tGravityAccstdZ -0.926966278211144
4 WALKING angletBodyAccJerkMeangravityMean -0.0111447541222713
4 WALKING angletBodyAccMeangravity 0.008033303979653
4 WALKING angletBodyGyroJerkMeangravityMean 0.0117778301287066
4 WALKING angletBodyGyroMeangravityMean 0.0270807733943218
4 WALKING angleXgravityMean -0.576544037003155
4 WALKING angleYgravityMean -0.0323627459022082
4 WALKING angleZgravityMean -0.0954624208030915
4 WALKING fBodyAccJerkmeanFreqX -0.000543991796466877
4 WALKING fBodyAccJerkmeanFreqY -0.180584111376656
4 WALKING fBodyAccJerkmeanFreqZ -0.110565549338486
4 WALKING fBodyAccJerkmeanX -0.652023078038801
4 WALKING fBodyAccJerkmeanY -0.601696223759495
4 WALKING fBodyAccJerkmeanZ -0.825154871135647
4 WALKING fBodyAccJerkstdX -0.644622004704416
4 WALKING fBodyAccJerkstdY -0.593855151524606
4 WALKING fBodyAccJerkstdZ -0.860544668359621
4 WALKING fBodyAccMagmean -0.602098037677603
4 WALKING fBodyAccMagmeanFreq 0.0963636689322397
4 WALKING fBodyAccMagstd -0.672948341687697
4 WALKING fBodyAccmeanFreqX -0.184518571319811
4 WALKING fBodyAccmeanFreqY 0.0847707537883281
4 WALKING fBodyAccmeanFreqZ -0.0164096855119621
4 WALKING fBodyAccmeanX -0.628806379100946
4 WALKING fBodyAccmeanY -0.52583456615142
4 WALKING fBodyAccmeanZ -0.755235428895899
4 WALKING fBodyAccstdX -0.597551324155678
4 WALKING fBodyAccstdY -0.534661524341987
4 WALKING fBodyAccstdZ -0.708764043722397
4 WALKING fBodyBodyAccJerkMagmean -0.63501900541041
4 WALKING fBodyBodyAccJerkMagmeanFreq 0.160479882559811
4 WALKING fBodyBodyAccJerkMagstd -0.666506718936908
4 WALKING fBodyBodyGyroJerkMagmean -0.838833209652997
4 WALKING fBodyBodyGyroJerkMagmeanFreq 0.159075727514984
4 WALKING fBodyBodyGyroJerkMagstd -0.863096864037855
4 WALKING fBodyBodyGyroMagmean -0.745650754608833
4 WALKING fBodyBodyGyroMagmeanFreq -0.129301517256877
4 WALKING fBodyBodyGyroMagstd -0.732586304826498
4 WALKING fBodyGyromeanFreqX -0.118518212447287
4 WALKING fBodyGyromeanFreqY -0.375332544565931
4 WALKING fBodyGyromeanFreqZ 0.0241889403249211
4 WALKING fBodyGyromeanX -0.641881977553943
4 WALKING fBodyGyromeanY -0.831527531009464
4 WALKING fBodyGyromeanZ -0.689308946422713
4 WALKING fBodyGyrostdX -0.721749187328076
4 WALKING fBodyGyrostdY -0.782885735867508
4 WALKING fBodyGyrostdZ -0.7670895729653
4 WALKING tBodyAccJerkMagmean -0.656116311856877
4 WALKING tBodyAccJerkMagstd -0.647249966810726
4 WALKING tBodyAccJerkmeanX 0.0788637845151419
4 WALKING tBodyAccJerkmeanY 0.00351340949514196
4 WALKING tBodyAccJerkmeanZ -0.00737375142832808
4 WALKING tBodyAccJerkstdX -0.631853083289621
4 WALKING tBodyAccJerkstdY -0.584063204701893
4 WALKING tBodyAccJerkstdZ -0.843353231167192
4 WALKING tBodyAccMagmean -0.56158213510694
4 WALKING tBodyAccMagstd -0.606556049548896
4 WALKING tBodyAccmeanX 0.274183111498423
4 WALKING tBodyAccmeanY -0.0148081545344921
4 WALKING tBodyAccmeanZ -0.107521430810726
4 WALKING tBodyAccstdX -0.605211727785489
4 WALKING tBodyAccstdY -0.509929384011325
4 WALKING tBodyAccstdZ -0.709492735962145
4 WALKING tBodyGyroJerkMagmean -0.819191368044164
4 WALKING tBodyGyroJerkMagstd -0.844187064164038
4 WALKING tBodyGyroJerkmeanX -0.107859315713249
4 WALKING tBodyGyroJerkmeanY -0.0400427574662461
